Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_control_1_S2-A1_1_9734.d	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_control_2_S2-A2_1_9735.d	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_control_3_S2-A3_1_9736.d	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_troponin_1_S2-A4_1_9737.d	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_troponin_2_S2-A5_1_9738.d	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_troponin_3_S2-A6_1_9739.d
P56211	P56211	ARP19_HUMAN	ARPP19	cAMP-regulated phosphoprotein 19	1199.81					
P56385	P56385	ATP5I_HUMAN	ATP5ME	ATP synthase subunit e, mitochondrial	27338.5	38225.5	35445.7	28519.9	43588	16164.3
P56556	P56556	NDUA6_HUMAN	NDUFA6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	9470.76	11138.1	12296.1	5447.05	7863.5	3508.41
P57088	P57088	TMM33_HUMAN	TMEM33	Transmembrane protein 33		729.694			489.802	695.454
P57105	P57105	SYJ2B_HUMAN	SYNJ2BP	Synaptojanin-2-binding protein	2247.53	3337.33	3031.75	1843.42	2738.87	2329.84
P58511	P58511	SIM11_HUMAN	SMIM11	Small integral membrane protein 11	413.303		987.742		565.619	
P58546	P58546	MTPN_HUMAN	MTPN	Myotrophin	2675.52	3941.6	3631.64	1818.25	4046.12	2811.47
P59998	P59998	ARPC4_HUMAN	ARPC4	Actin-related protein 2/3 complex subunit 4		486.571	473.622		608.327	
P60033	P60033	CD81_HUMAN	CD81	CD81 antigen		971.778	863.473		1028.55	1174.08
P60174	P60174	TPIS_HUMAN	TPI1	Triosephosphate isomerase	453747	736230	512733	455490	523281	449708
P60228	P60228	EIF3E_HUMAN	EIF3E	Eukaryotic translation initiation factor 3 subunit E	1269.37	1881.56	1844.38		2711	
P60660	P60660	MYL6_HUMAN	MYL6	Myosin light polypeptide 6	15412	10053.4	9711.28	20977.1	32628	30067.4
P60709	P60709	ACTB_HUMAN	ACTB	Actin, cytoplasmic 1	64967.8	59757.8	46831.3	134193	187358	229944
P60866	P60866	RS20_HUMAN	RPS20	40S ribosomal protein S20	6056.62	9316.97	6352.31	4576.14	11469.2	14089.3
P60891	P60891	PRPS1_HUMAN	PRPS1	Ribose-phosphate pyrophosphokinase 1	6250.96	7457.45	5436.01		3586.14	6377.49
P60900	P60900	PSA6_HUMAN	PSMA6	Proteasome subunit alpha type-6	5757.95	7948.15	9881.48	7214.36	10662	11662.9
P60903	P60903	S10AA_HUMAN	S100A10	Protein S100-A10	8554.96	8696.77	4762.02	16554.8	31234.8	33982.2
P60953	P60953	CDC42_HUMAN	CDC42	Cell division control protein 42 homolog	7001.36	5950.85	4623.08	5893.44	7473.93	8168.85
P60981	P60981	DEST_HUMAN	DSTN	Destrin	2589.07	2048.4	1960.91	4845.5	5315.5	3095.84
P61019	P61019	RAB2A_HUMAN	RAB2A	Ras-related protein Rab-2A	3890.26	4877.19	3152.4		3115.08	3299.33
P61020	P61020	RAB5B_HUMAN	RAB5B	Ras-related protein Rab-5B	3838.16	2981.35	3513.09	5872.26	4370.51	6860.21
P61026	P61026	RAB10_HUMAN	RAB10	Ras-related protein Rab-10	23454.6	28992.6	24726.8	22709.6	16070.8	17466.9
P61077	P61077	UB2D3_HUMAN	UBE2D3	Ubiquitin-conjugating enzyme E2 D3	5223.01	7237.46	6028.62	4294.59	8160.62	7429.68
P61081	P61081	UBC12_HUMAN	UBE2M	NEDD8-conjugating enzyme Ubc12	3212.86	2681.79	2065.23		3351	3861.39
P61086	P61086	UBE2K_HUMAN	UBE2K	Ubiquitin-conjugating enzyme E2 K	1366.35	791.807	1710.43		1754.79	1357.57
P61088	P61088	UBE2N_HUMAN	UBE2N	Ubiquitin-conjugating enzyme E2 N	16897.4	26470.2	21488.5	29117.1	17060.5	23731.1
P61106	P61106	RAB14_HUMAN	RAB14	Ras-related protein Rab-14	2143.94	2094.58	3208.19	2701.18		2611.01
P61158	P61158	ARP3_HUMAN	ACTR3	Actin-related protein 3	1041.7	1131.1	1250.95	1747.32	1655.73	3566.69
P61160	P61160	ARP2_HUMAN	ACTR2	Actin-related protein 2	5101.73	1231.01	2096.67	16338.8	6194.31	6994.9
P61163	P61163	ACTZ_HUMAN	ACTR1A	Alpha-centractin	2447.88	3099.38	1963.42	5937.33	4329.16	5067.68
P61201	P61201	CSN2_HUMAN	COPS2	COP9 signalosome complex subunit 2	3235.11	5131.76	4292.95	5362.11	5985.12	7169
P61221	P61221	ABCE1_HUMAN	ABCE1	ATP-binding cassette sub-family E member 1	1089.76	1482.51	1481.47	2871.24	2529.33	2410.13
P61247	P61247	RS3A_HUMAN	RPS3A	40S ribosomal protein S3a	2669.14	1975.29	2719.49	1458.03	2284.8	2396
P61313	P61313	RL15_HUMAN	RPL15	60S ribosomal protein L15	5589.49	6999.55	6221.63	2035.48	7313.06	6035.25
P61353	P61353	RL27_HUMAN	RPL27	60S ribosomal protein L27	4760.65	5519.29	6484.32	2248.49	7872.9	8773.34
P61457	P61457	PHS_HUMAN	PCBD1	Pterin-4-alpha-carbinolamine dehydratase	9516.81	9879.88	9394.62	3901.46	6625.72	6184.96
P61586	P61586	RHOA_HUMAN	RHOA	Transforming protein RhoA	2743.41	2978.59	2186.76	1808.52	4110.4	5195.32
P61604	P61604	CH10_HUMAN	HSPE1	10 kDa heat shock protein, mitochondrial	50801.4	75065.5	65264.8	40874.9	69182.9	51332.7
P61758	P61758	PFD3_HUMAN	VBP1	Prefoldin subunit 3	4589.21	6620.73	7054.28	2744.39	5326.03	2807.08
P61769	P61769	B2MG_HUMAN	B2M	Beta-2-microglobulin	1049.64		1135.61	905.648	2506.53	
P61803	P61803	DAD1_HUMAN	DAD1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	1801.41	2772.66	1557.65	4582.86	3306.87	4080.03
P61956	P61956	SUMO2_HUMAN	SUMO2	Small ubiquitin-related modifier 2	1010.95	1065.92	379.165		949.673	2055.56
P61970	P61970	NTF2_HUMAN	NUTF2	Nuclear transport factor 2	4806.88	4759.56	4825.88	5265.11	4980.43	7570.56
P61978	P61978	HNRPK_HUMAN	HNRNPK	Heterogeneous nuclear ribonucleoprotein K	8201	9567.74	8615.21	6249.59	11495.1	16996.8
P61981	P61981	1433G_HUMAN	YWHAG	14-3-3 protein gamma	11248.2	10486.8	9143.09	17679.8	11861.7	8049.55
P62081	P62081	RS7_HUMAN	RPS7	40S ribosomal protein S7	5665.28	4869.51	5693.62	3261.78	5919.34	3287.14
P62140	P62140	PP1B_HUMAN	PPP1CB	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	8765.08	8431.88	11136.1	4253.02	9632.14	10065.1
P62191	P62191	PRS4_HUMAN	PSMC1	26S proteasome regulatory subunit 4	5579.79	6409.59	5408.75	5535.21	6419.13	5824.03
P62195	P62195	PRS8_HUMAN	PSMC5	26S proteasome regulatory subunit 8	1532.78	2188.75	2644.81	2774.59	2567.69	2897.55
P62241	P62241	RS8_HUMAN	RPS8	40S ribosomal protein S8	4562.94	6460.33	4494.27	2596.54	8020.68	3059.87
P62244	P62244	RS15A_HUMAN	RPS15A	40S ribosomal protein S15a	4757.12	6343.24	7186.55	4430.81	6549.12	10803.3
P62249	P62249	RS16_HUMAN	RPS16	40S ribosomal protein S16	1980.52	2024.61	1749.23	2258.7	3089.99	4089.01
P62253	P62253	UB2G1_HUMAN	UBE2G1	Ubiquitin-conjugating enzyme E2 G1	2781.8	4530.25	3060.48		3506.63	1684.95
P62256	P62256	UBE2H_HUMAN	UBE2H	Ubiquitin-conjugating enzyme E2 H		734.559	1015.56			1014.88
P62258	P62258	1433E_HUMAN	YWHAE	14-3-3 protein epsilon	33937.1	47162.3	38857.2	67290.8	66777.4	77745.1
P62263	P62263	RS14_HUMAN	RPS14	40S ribosomal protein S14	7843.64	8471.65	9423.98		12065.1	18343.6
P62266	P62266	RS23_HUMAN	RPS23	40S ribosomal protein S23			428.842			
P62269	P62269	RS18_HUMAN	RPS18	40S ribosomal protein S18	9299.75	10199.4	8800.77	6887.98	12278.3	17222.3
P62273	P62273	RS29_HUMAN	RPS29	40S ribosomal protein S29	3460.23	2581.85	4127.67		3691.86	4277.9
P62277	P62277	RS13_HUMAN	RPS13	40S ribosomal protein S13	4247.15	3657.04	4245.36	1975.83	5156.44	5654.24
P62280	P62280	RS11_HUMAN	RPS11	40S ribosomal protein S11	2369.17	2981.63	2596.03		2604.33	5230.88
P62304	P62304	RUXE_HUMAN	SNRPE	Small nuclear ribonucleoprotein E	736.063	906.015	799.774		1264.96	2593.9
P62316	P62316	SMD2_HUMAN	SNRPD2	Small nuclear ribonucleoprotein Sm D2			1405.48		2646.78	1957.17
P62333	P62333	PRS10_HUMAN	PSMC6	26S proteasome regulatory subunit 10B	6724.49	8012.9	8194.52	13836.8	10202.1	11856.6
P62424	P62424	RL7A_HUMAN	RPL7A	60S ribosomal protein L7a	5196.7	6093.86	7822.34	7122.23	8994.03	9916.99
P62701	P62701	RS4X_HUMAN	RPS4X	40S ribosomal protein S4, X isoform	2827.16	3096.2	3431.33	3605.6	4249.54	5795.64
P62714	P62714	PP2AB_HUMAN	PPP2CB	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	4647.3	4715.27	3886.08	5446.1	5106.69	5543.9
P62736	P62736	ACTA_HUMAN	ACTA2	Actin, aortic smooth muscle	32973.8	37548.3	20276.6	71700.3	210123	44235
P62750	P62750	RL23A_HUMAN	RPL23A	60S ribosomal protein L23a	3761.41	2613.06	2307.77	6148.64	4802.53	7435.2
P62753	P62753	RS6_HUMAN	RPS6	40S ribosomal protein S6			404.036			
P62805	P62805	H4_HUMAN	H4C16	Histone H4	95183.1	107146	92375.4	230498	217758	342870
P62826	P62826	RAN_HUMAN	RAN	GTP-binding nuclear protein Ran	17733	20147.8	20696.6	18269.9	26428.2	31588.4
P62834	P62834	RAP1A_HUMAN	RAP1A	Ras-related protein Rap-1A	1854.99	2095.78	2404.87	5806.67	4071.57	5098.72
P62841	P62841	RS15_HUMAN	RPS15	40S ribosomal protein S15	2050.95		2616			1508.38
P62847	P62847	RS24_HUMAN	RPS24	40S ribosomal protein S24	1379.73		1421.45			2042.52
P62851	P62851	RS25_HUMAN	RPS25	40S ribosomal protein S25		2327.67	1594.57	4383.76	4082.33	4150.29
P62854	P62854	RS26_HUMAN	RPS26	40S ribosomal protein S26	600.831	1172.88	1214.96	2385.66		
P62857	P62857	RS28_HUMAN	RPS28	40S ribosomal protein S28	2836.72	2738.62	2276.38	1928.99	3316.89	4605.91
P62861	P62861	RS30_HUMAN	FAU	FAU ubiquitin-like and ribosomal protein S30		685.835	558.596	837.285	1643.79	1604.78
P62879	P62879	GBB2_HUMAN	GNB2	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2	1786.71	1935.05	1610.19	3653.48	3094.19	4563.95
P62899	P62899	RL31_HUMAN	RPL31	60S ribosomal protein L31	3106.38	4005.61	3606.72		4817.01	5291.42
P62906	P62906	RL10A_HUMAN	RPL10A	60S ribosomal protein L10a	7058.7	9617.64	8330.71	9188.99	14494.6	18994
P62913	P62913	RL11_HUMAN	RPL11	60S ribosomal protein L11	1293.64	1086.98	799.149	1577.43	1166.59	2468.08
P62917	P62917	RL8_HUMAN	RPL8	60S ribosomal protein L8	1304.92	1076.37	1120.78	4915.82	2464.62	2048.59
P62937	P62937	PPIA_HUMAN	PPIA	Peptidyl-prolyl cis-trans isomerase A	19348	20785.8	13635.6	28670.3	39062.6	39125.2
P62942	P62942	FKB1A_HUMAN	FKBP1A	Peptidyl-prolyl cis-trans isomerase FKBP1A	5900.75	6011.26	5301.09	6744.87	7160.06	8258.57
P62979	P62979	RS27A_HUMAN	RPS27A	Ubiquitin-40S ribosomal protein S27a	194685	261365	276214	304965	303143	262049
P62993	P62993	GRB2_HUMAN	GRB2	Growth factor receptor-bound protein 2	4531.24	5585.9	3699.92	4048.61	6023.55	6920.55
P63000	P63000	RAC1_HUMAN	RAC1	Ras-related C3 botulinum toxin substrate 1	3351.07	5256.98	3507.71	5252.97	6633.27	10197.1
P63092	P63092	GNAS2_HUMAN	GNAS	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short		1011.43			2300.85	2448.73
P63098	P63098	CANB1_HUMAN	PPP3R1	Calcineurin subunit B type 1	1202.14	2502.6	2011.69	2261.64	1772.29	2684.67
P63104	P63104	1433Z_HUMAN	YWHAZ	14-3-3 protein zeta/delta	7206.61	9441.54	7265.07	9960.51	17067.9	28326
P63146	P63146	UBE2B_HUMAN	UBE2B	Ubiquitin-conjugating enzyme E2 B	1315.41	1920.9	1851.85	1114.58	2418.12	1425.24
P63151	P63151	2ABA_HUMAN	PPP2R2A	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform	1981.6	2160.35	2036.35	1920.98	2171.92	1601.86
P63165	P63165	SUMO1_HUMAN	SUMO1	Small ubiquitin-related modifier 1	1530.31		1101.11			
P63172	P63172	DYLT1_HUMAN	DYNLT1	Dynein light chain Tctex-type 1	831.943					579.439
P63173	P63173	RL38_HUMAN	RPL38	60S ribosomal protein L38	890.299					
P63208	P63208	SKP1_HUMAN	SKP1	S-phase kinase-associated protein 1	1494.16	1063.04	1755.58	1746.87	3105.32	1237.02
P63220	P63220	RS21_HUMAN	RPS21	40S ribosomal protein S21			1745.51		8014.46	6519.28
P63241	P63241	IF5A1_HUMAN	EIF5A	Eukaryotic translation initiation factor 5A-1	34896.1	50758.4	42749.1	26226.9	49001.4	41652.5
P63244	P63244	RACK1_HUMAN	RACK1	Receptor of activated protein C kinase 1	2818.06	3420.98	2679.4	6937.97	4219.54	5071.3
P63279	P63279	UBC9_HUMAN	UBE2I	SUMO-conjugating enzyme UBC9	18205	15664.4	20110.5		26183.2	24180
P63316	P63316	TNNC1_HUMAN	TNNC1	Troponin C, slow skeletal and cardiac muscles	191272	109576	164050	29598.8	33171.1	39003.8
P67870	P67870	CSK2B_HUMAN	CSNK2B	Casein kinase II subunit beta	1845.02	3014.02	2756.69	2084.99	3678.56	3955.13
P67936	P67936	TPM4_HUMAN	TPM4	Tropomyosin alpha-4 chain	3336.89	3132.65	2696.57	3980.96	5336.09	9283.17
P68032	P68032	ACTC_HUMAN	ACTC1	Actin, alpha cardiac muscle 1	5820.05	16076.3	2734.67	18776.4	33020.5	65705.4
P68036	P68036	UB2L3_HUMAN	UBE2L3	Ubiquitin-conjugating enzyme E2 L3	8880	12553.7	13549.3	5509.51	12852.3	18680.4
P68082	P68082				18515.6	21113.8	25849	4488.13	9242.76	3197.78
P68104	P68104	EF1A1_HUMAN	EEF1A1	Elongation factor 1-alpha 1	2546.52	4884.63	4146.86		10578.4	28923.4
P68133	P68133	ACTS_HUMAN	ACTA1	Actin, alpha skeletal muscle	1.52322e+06	1.71307e+06	1.38924e+06	2.68534e+06	2.10021e+06	1.80849e+06
P68363	P68363	TBA1B_HUMAN	TUBA1B	Tubulin alpha-1B chain	7983.84	10249.3	5940.73	26879	30875.6	69334.5
P68366	P68366	TBA4A_HUMAN	TUBA4A	Tubulin alpha-4A chain	42651.3	52597.9	60817.1	42611.6	81650.6	84846.4
P68371	P68371	TBB4B_HUMAN	TUBB4B	Tubulin beta-4B chain	75719.9	79061.1	77324.5	67910.5	96357.9	96612.9
P68400	P68400	CSK21_HUMAN	CSNK2A1	Casein kinase II subunit alpha	1442.28	1463.81	1128.1	1337.63	2654.21	2336.02
P68402	P68402	PA1B2_HUMAN	PAFAH1B2	Platelet-activating factor acetylhydrolase IB subunit alpha2	5029.15	5364.73	3947.56	4983.54	6583.75	6422.97
P68871	P68871	HBB_HUMAN	HBB	Hemoglobin subunit beta	3.09526e+06	1.76852e+06	1.95273e+06	2.64582e+06	1.82203e+06	3.9199e+06
P69891	P69891	HBG1_HUMAN	HBG1	Hemoglobin subunit gamma-1	22516.8	6713.83	38328.1	156803	72910.4	2.6452e+06
P69892	P69892	HBG2_HUMAN	HBG2	Hemoglobin subunit gamma-2	4124.93		1949.2	9435.32		280290
P69905	P69905	HBA_HUMAN	HBA2	Hemoglobin subunit alpha	1.99088e+06	1.41448e+06	1.1488e+06	1.40361e+06	1.48544e+06	3.47182e+06
P78344	P78344	IF4G2_HUMAN	EIF4G2	Eukaryotic translation initiation factor 4 gamma 2	1478.2	1321.4	1452.03		1752.24	
P78356	P78356	PI42B_HUMAN	PIP4K2B	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta	894.795					
P78371	P78371	TCPB_HUMAN	CCT2	T-complex protein 1 subunit beta	5889.99	6237.39	6590.15	6149.22	8596.86	10254.1
P78417	P78417	GSTO1_HUMAN	GSTO1	Glutathione S-transferase omega-1	19662.7	34428.8	16066	25618.9	21303.9	21261.1
P78527	P78527	PRKDC_HUMAN	PRKDC	DNA-dependent protein kinase catalytic subunit	737.32	677.955	874.818		1450.51	1704.05
P78560	P78560	CRADD_HUMAN	CRADD	Death domain-containing protein CRADD	1530.69	580.988	664.726		1686.73	
P80748	P80748	LV321_HUMAN	IGLV3-21	Immunoglobulin lambda variable 3-21				3565.11		4321.4
P81605	P81605	DCD_HUMAN	DCD	Dermcidin		277.505		2992.83		1062.36
P82673	P82673	RT35_HUMAN	MRPS35	28S ribosomal protein S35, mitochondrial		956.854			988.182	
P82909	P82909	KGD4_HUMAN	MRPS36	Alpha-ketoglutarate dehydrogenase component 4	12487.8	8467.72	8077.09		6574.68	3014.23
P82912	P82912	RT11_HUMAN	MRPS11	28S ribosomal protein S11, mitochondrial	1253.22	2037.06	1189.28		1609.43	891.418
P82930	P82930	RT34_HUMAN	MRPS34	28S ribosomal protein S34, mitochondrial	791.629	1499.52	1332.05		1503.32	
P83111	P83111	LACTB_HUMAN	LACTB	Serine beta-lactamase-like protein LACTB, mitochondrial	7182.77	10268.3	9067.19	6032.4	9442.96	4054.24
P83731	P83731	RL24_HUMAN	RPL24	60S ribosomal protein L24	3817.36	3005.36	4183.15		6701.21	6077.66
P84077	P84077	ARF1_HUMAN	ARF1	ADP-ribosylation factor 1	4390.78	5235.78	7865.05	6225.45	6925.36	7815.74
P84098	P84098	RL19_HUMAN	RPL19	60S ribosomal protein L19	1561.65	1106.89	1198.42		2537.67	1808.47
P84103	P84103	SRSF3_HUMAN	SRSF3	Serine/arginine-rich splicing factor 3	4026.31	3498.57	3414.02	7218.54	5832.45	10359
P84243	P84243	H33_HUMAN	H3-3B	Histone H3.3		551.925	230.331			
P86397	P86397	HTD2_HUMAN	HTD2	Hydroxyacyl-thioester dehydratase type 2, mitochondrial		888.08	320.154			
P98095	P98095	FBLN2_HUMAN	FBLN2	Fibulin-2	560.712	525.314	678.857	436.034	1380.43	804.903
P98160	P98160	PGBM_HUMAN	HSPG2	Basement membrane-specific heparan sulfate proteoglycan core protein	6449.56	8429.22	7905.02	16300.3	14832.5	15985.6
P98179	P98179	RBM3_HUMAN	RBM3	RNA-binding protein 3	2303.69	9204.08	4996.35		10163.6	9737.63
P99999	P99999	CYC_HUMAN	CYCS	Cytochrome c	144879	149229	147298	12797.7	82478.9	35937.2
Q00059	Q00059	TFAM_HUMAN	TFAM	Transcription factor A, mitochondrial	5204.09	5434.62	5827.71		2129.83	2285.98
Q00169	Q00169	PIPNA_HUMAN	PITPNA	Phosphatidylinositol transfer protein alpha isoform	2744.56	2829.92	1448.97	1945.94	2678.41	2989.58
Q00325	Q00325	MPCP_HUMAN	SLC25A3	Phosphate carrier protein, mitochondrial	101132	112229	87485.2	50774.6	73853.3	51187
Q00535	Q00535	CDK5_HUMAN	CDK5	Cyclin-dependent kinase 5	1517.05	1734.94	2449.05	1561.54	2751.78	3504.29
Q00577	Q00577	PURA_HUMAN	PURA	Transcriptional activator protein Pur-alpha	5327.02	6980.27	5475.36	8551.89	6864.38	10419
Q00610	Q00610	CLH1_HUMAN	CLTC	Clathrin heavy chain 1	4404.48	4557.09	4051.79	5317.26	9363.28	11499.3
Q00688	Q00688	FKBP3_HUMAN	FKBP3	Peptidyl-prolyl cis-trans isomerase FKBP3	95129	94140.7	92802.7	15194.1	51230.7	51212.7
Q00765	Q00765	REEP5_HUMAN	REEP5	Receptor expression-enhancing protein 5	4031.87	2109.77	2373.57	5706.21	4751.23	5236.03
Q00839	Q00839	HNRPU_HUMAN	HNRNPU	Heterogeneous nuclear ribonucleoprotein U	10517.8	10206.4	8283.21	13579.5	15956.4	24542.6
Q00872	Q00872	MYPC1_HUMAN	MYBPC1	Myosin-binding protein C, slow-type	394980	389172	378679	328700	347874	264444
Q00G26	Q00G26	PLIN5_HUMAN	PLIN5	Perilipin-5	3602.93	1892.69	2161.6	2213.41	3063.71	
Q01082	Q01082	SPTB2_HUMAN	SPTBN1	Spectrin beta chain, non-erythrocytic 1	4340.44	5513.14	3785.86	9019.33	12770.5	12722.8
Q01105	Q01105	SET_HUMAN	SET	Protein SET	1865.63	2541.7	1470.58	4567.2	3330.29	10438.1
Q01469	Q01469	FABP5_HUMAN	FABP5	Fatty acid-binding protein 5	2240.99	438.976	1452.34		1251.92	1609.6
Q01484	Q01484	ANK2_HUMAN	ANK2	Ankyrin-2	598.735	2556.02	213.685		1876.23	
Q01518	Q01518	CAP1_HUMAN	CAP1	Adenylyl cyclase-associated protein 1	731.845	792.231	615.786	1767.42	1109.72	2285.69
Q01804	Q01804	OTUD4_HUMAN	OTUD4	OTU domain-containing protein 4			760.78			
Q01813	Q01813	PFKAP_HUMAN	PFKP	ATP-dependent 6-phosphofructokinase, platelet type				1088.97		2299.47
Q01995	Q01995	TAGL_HUMAN	TAGLN	Transgelin	9891.52	8357.45	3938.69	11857.5	51587.9	17769.9
Q02094	Q02094	RHAG_HUMAN	RHAG	Ammonium transporter Rh type A	357.134		428.999		731.235	2372.99
Q02127	Q02127	PYRD_HUMAN	DHODH	Dihydroorotate dehydrogenase (quinone), mitochondrial	970.974	1254.32	865.688	3756.1		2089.77
Q02218	Q02218	ODO1_HUMAN	OGDH	2-oxoglutarate dehydrogenase complex component E1	37289.1	43416	37196.6	15222.4	17969.7	10133.9
Q02221	Q02221	CX6A2_HUMAN	COX6A2	Cytochrome c oxidase subunit 6A2, mitochondrial	79629.9	74404.3	10260.7	3943.47	44349.2	
Q02252	Q02252	MMSA_HUMAN	ALDH6A1	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	3135.44	4187.88	4487.92	6621.3	2896.39	
Q02338	Q02338	BDH_HUMAN	BDH1	D-beta-hydroxybutyrate dehydrogenase, mitochondrial	2168.59	1428.15	2308.7			
Q02543	Q02543	RL18A_HUMAN	RPL18A	60S ribosomal protein L18a	3407.75	3400.3	4050.22	2724.36	5526.91	6118.13
Q02641	Q02641	CACB1_HUMAN	CACNB1	Voltage-dependent L-type calcium channel subunit beta-1	7937.21	12112	5883.91	9045.03	7440.27	8686.21
Q02750	Q02750	MP2K1_HUMAN	MAP2K1	Dual specificity mitogen-activated protein kinase kinase 1	3582.41	6373.47	3896.22	3533.53	4092.3	5549.56
Q02809	Q02809	PLOD1_HUMAN	PLOD1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	636.212	1516.08	8742.48			
Q02818	Q02818	NUCB1_HUMAN	NUCB1	Nucleobindin-1	1037.58	1411.13	1268.58	1358.41	1449.27	2265.84
Q02878	Q02878	RL6_HUMAN	RPL6	60S ribosomal protein L6	5662.5	8487.61	8017.12	5540.03	10076.8	10039.2
Q02952	Q02952	AKA12_HUMAN	AKAP12	A-kinase anchor protein 12	859.129	1280.91	795.753	2089.1	3111.85	1963.6
Q02978	Q02978	M2OM_HUMAN	SLC25A11	Mitochondrial 2-oxoglutarate/malate carrier protein	22886.8	32345.2	29240.1	14382.9	12802.3	10688.4
Q03013	Q03013	GSTM4_HUMAN	GSTM4	Glutathione S-transferase Mu 4					1073.89	
Q03135	Q03135	CAV1_HUMAN	CAV1	Caveolin-1	29057.1	43913.2	28672.1	54341.2	68767.5	71871.8
Q03154	Q03154	ACY1_HUMAN	ACY1	Aminoacylase-1	4131.23	6595.03	4938.06	5056.78	2033.37	2163.36
Q03252	Q03252	LMNB2_HUMAN	LMNB2	Lamin-B2	8992.45	10883.7	8172.03	17759	14068.8	19676.7
Q03591	Q03591	FHR1_HUMAN	CFHR1	Complement factor H-related protein 1	833.202	453.909	788.131	2034.43	966.182	2335.35
Q04446	Q04446	GLGB_HUMAN	GBE1	1,4-alpha-glucan-branching enzyme	14734	15031	17298.2	11856.1	20088.6	15171.1
Q04637	Q04637	IF4G1_HUMAN	EIF4G1	Eukaryotic translation initiation factor 4 gamma 1	4110.73	5175.56	4714.7	3882.82	4368.5	3603.71
Q04760	Q04760	LGUL_HUMAN	GLO1	Lactoylglutathione lyase	38832.9	54680.6	46886.6	39886.9	42031.2	46453.2
Q04837	Q04837	SSBP_HUMAN	SSBP1	Single-stranded DNA-binding protein, mitochondrial	1067.29	1474.6	1601.7	3353.56	1671.21	
Q04941	Q04941	PLP2_HUMAN	PLP2	Proteolipid protein 2				2809.55	747.021	794.006
Q05519	Q05519	SRS11_HUMAN	SRSF11	Serine/arginine-rich splicing factor 11		626.08	457.84	644.863	724.372	1306.2
Q05639	Q05639	EF1A2_HUMAN	EEF1A2	Elongation factor 1-alpha 2	107315	126256	158217	51984.2	117045	107635
Q05682	Q05682	CALD1_HUMAN	CALD1	Caldesmon		1365.25	1845.91	1732.24	3768.37	1884.79
Q05707	Q05707	COEA1_HUMAN	COL14A1	Collagen alpha-1(XIV) chain				14827.2	26868.3	18152
Q06124	Q06124	PTN11_HUMAN	PTPN11	Tyrosine-protein phosphatase non-receptor type 11	1972.31	2024.28	1496.83		2578.96	2273.86
Q06210	Q06210	GFPT1_HUMAN	GFPT1	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1		604.051	147.915			
Q06323	Q06323	PSME1_HUMAN	PSME1	Proteasome activator complex subunit 1	7182	7754.19	8934.73	10014.3	11839.1	17914.4
Q06432	Q06432	CCG1_HUMAN	CACNG1	Voltage-dependent calcium channel gamma-1 subunit	8050	13356.2	12459.5	25441	24635.7	14043.9
Q06830	Q06830	PRDX1_HUMAN	PRDX1	Peroxiredoxin-1	33945.3	35649.6	32965.9	64862.2	58789.4	57355.9
Q07020	Q07020	RL18_HUMAN	RPL18	60S ribosomal protein L18	1856.55	2550.56	1306.95		3207.91	3222.08
Q07021	Q07021	C1QBP_HUMAN	C1QBP	Complement component 1 Q subcomponent-binding protein, mitochondrial	14824.3	14112.3	10051.8	16195.6	7396.79	9392.18
Q07065	Q07065	CKAP4_HUMAN	CKAP4	Cytoskeleton-associated protein 4	839.307	1235.02			1929.81	2303.13
Q07157	Q07157	ZO1_HUMAN	TJP1	Tight junction protein ZO-1	1510.82		2219.42		1417.06	
Q07507	Q07507	DERM_HUMAN	DPT	Dermatopontin	920.603	999.391	528.161	14442.3	3711.61	10402.2
